time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-08-28 21:06:30.821 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,17, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,186122248,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:07:30.823 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,51, ,52, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:08:30.824 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:09:30.826 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,78, ,78, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:10:30.828 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:11:30.830 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:12:30.832 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:13:30.834 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:14:30.836 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,42, ,43, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:15:30.838 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:16:30.840 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:17:30.841 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:18:30.844 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,54, ,54, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:19:30.846 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:20:30.848 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:21:30.850 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,9, ,9, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,189779920,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:22:30.852 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,191625848,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:23:30.854 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,191625848,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:24:30.855 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,191625848,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:25:30.857 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,191625848,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:26:30.858 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,191625848,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:27:30.859 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,191625848,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:28:30.861 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,3, ,4, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,191625848,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:29:30.862 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,41, ,41, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,191625848,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:30:30.864 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:31:30.865 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:32:30.867 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,28, ,28, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:33:30.869 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,2, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:34:30.871 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,37, ,69, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:35:30.873 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:36:30.875 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:37:30.877 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:38:30.879 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,45, ,45, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,193505952,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:39:30.881 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,195283568,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:40:30.883 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,195283568,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:41:30.884 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,195283568,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:42:30.885 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,19, ,20, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,195283568,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:43:30.887 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,195283568,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:44:30.888 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,195283568,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:45:30.890 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,578, ,618, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,195283568,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:46:30.892 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,76, ,77, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,197129512,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:47:30.893 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,2, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,197129512,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:48:30.896 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,5, ,5, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,197129512,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 21:49:30.898 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,197129512,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
